&#0;	�		%00
&#8304;	⁰	⁰	%u2070
&#8305;	ⁱ	ⁱ	%u2071
&#8306;	⁲	⁲	%u2072
&#8307;	⁳	⁳	%u2073
&#8308;	⁴	⁴	%u2074
&#8309;	⁵	⁵	%u2075
&#8310;	⁶	⁶	%u2076
&#8311;	⁷	⁷	%u2077
&#8312;	⁸	⁸	%u2078
&#8313;	⁹	⁹	%u2079
&#8314;	⁺	⁺	%u207A
&#8315;	⁻	⁻	%u207B
&#8316;	⁼	⁼	%u207C
&#8317;	⁽	⁽	%u207D
&#8318;	⁾	⁾	%u207E
&#8319;	ⁿ	ⁿ	%u207F
&#8320;	₀	₀	%u2080
&#8321;	₁	₁	%u2081
&#8322;	₂	₂	%u2082
&#8323;	₃	₃	%u2083
&#8324;	₄	₄	%u2084
&#8325;	₅	₅	%u2085
&#8326;	₆	₆	%u2086
&#8327;	₇	₇	%u2087
&#8328;	₈	₈	%u2088
&#8329;	₉	₉	%u2089
&#8330;	₊	₊	%u208A
&#8331;	₋	₋	%u208B
&#8332;	₌	₌	%u208C
&#8333;	₍	₍	%u208D
&#8334;	₎	₎	%u208E
&#8335;	₏	₏	%u208F
&#8336;	ₐ	ₐ	%u2090
&#8337;	ₑ	ₑ	%u2091
&#8338;	ₒ	ₒ	%u2092
&#8339;	ₓ	ₓ	%u2093
&#8340;	ₔ	ₔ	%u2094
&#8341;	ₕ	ₕ	%u2095
&#8342;	ₖ	ₖ	%u2096
&#8343;	ₗ	ₗ	%u2097
&#8344;	ₘ	ₘ	%u2098
&#8345;	ₙ	ₙ	%u2099
&#8346;	ₚ	ₚ	%u209A
&#8347;	ₛ	ₛ	%u209B
&#8348;	ₜ	ₜ	%u209C
&#8349;	₝	₝	%u209D
&#8350;	₞	₞	%u209E
&#8351;	₟	₟	%u209F
&#8352;	₠	₠	%u20A0
&#8353;	₡	₡	%u20A1
&#8354;	₢	₢	%u20A2
&#8355;	₣	₣	%u20A3
&#8356;	₤	₤	%u20A4
&#8357;	₥	₥	%u20A5
&#8358;	₦	₦	%u20A6
&#8359;	₧	₧	%u20A7
&#8360;	₨	₨	%u20A8
&#8361;	₩	₩	%u20A9
&#8362;	₪	₪	%u20AA
&#8363;	₫	₫	%u20AB
&#8364;	€	€	%u20AC
&#8365;	₭	₭	%u20AD
&#8366;	₮	₮	%u20AE
&#8367;	₯	₯	%u20AF
&#8368;	₰	₰	%u20B0
&#8369;	₱	₱	%u20B1
&#8370;	₲	₲	%u20B2
&#8371;	₳	₳	%u20B3
&#8372;	₴	₴	%u20B4
&#8373;	₵	₵	%u20B5
&#8374;	₶	₶	%u20B6
&#8375;	₷	₷	%u20B7
&#8376;	₸	₸	%u20B8
&#8377;	₹	₹	%u20B9
&#8378;	₺	₺	%u20BA
&#8379;	₻	₻	%u20BB
&#8380;	₼	₼	%u20BC
&#8381;	₽	₽	%u20BD
&#8382;	₾	₾	%u20BE
&#8383;	₿	₿	%u20BF
&#8384;	⃀	⃀	%u20C0
&#8385;	⃁	⃁	%u20C1
&#8386;	⃂	⃂	%u20C2
&#8387;	⃃	⃃	%u20C3
&#8388;	⃄	⃄	%u20C4
&#8389;	⃅	⃅	%u20C5
&#8390;	⃆	⃆	%u20C6
&#8391;	⃇	⃇	%u20C7
&#8392;	⃈	⃈	%u20C8
&#8393;	⃉	⃉	%u20C9
&#8394;	⃊	⃊	%u20CA
&#8395;	⃋	⃋	%u20CB
&#8396;	⃌	⃌	%u20CC
&#8397;	⃍	⃍	%u20CD
&#8398;	⃎	⃎	%u20CE
&#8399;	⃏	⃏	%u20CF
&#8400;	⃐	⃐	%u20D0
&#8401;	⃑	⃑	%u20D1
&#8402;	⃒	⃒	%u20D2
&#8403;	⃓	⃓	%u20D3
&#8404;	⃔	⃔	%u20D4
&#8405;	⃕	⃕	%u20D5
&#8406;	⃖	⃖	%u20D6
&#8407;	⃗	⃗	%u20D7
&#8408;	⃘	⃘	%u20D8
&#8409;	⃙	⃙	%u20D9
&#8410;	⃚	⃚	%u20DA
&#8411;	⃛	⃛	%u20DB
&#8412;	⃜	⃜	%u20DC
&#8413;	⃝	⃝	%u20DD
&#8414;	⃞	⃞	%u20DE
&#8415;	⃟	⃟	%u20DF
&#8416;	⃠	⃠	%u20E0
&#8417;	⃡	⃡	%u20E1
&#8418;	⃢	⃢	%u20E2
&#8419;	⃣	⃣	%u20E3
&#8420;	⃤	⃤	%u20E4
&#8421;	⃥	⃥	%u20E5
&#8422;	⃦	⃦	%u20E6
&#8423;	⃧	⃧	%u20E7
&#8424;	⃨	⃨	%u20E8
&#8425;	⃩	⃩	%u20E9
&#8426;	⃪	⃪	%u20EA
&#8427;	⃫	⃫	%u20EB
&#8428;	⃬	⃬	%u20EC
&#8429;	⃭	⃭	%u20ED
&#8430;	⃮	⃮	%u20EE
&#8431;	⃯	⃯	%u20EF
&#8432;	⃰	⃰	%u20F0
&#8433;	⃱	⃱	%u20F1
&#8434;	⃲	⃲	%u20F2
&#8435;	⃳	⃳	%u20F3
&#8436;	⃴	⃴	%u20F4
&#8437;	⃵	⃵	%u20F5
&#8438;	⃶	⃶	%u20F6
&#8439;	⃷	⃷	%u20F7
&#8440;	⃸	⃸	%u20F8
&#8441;	⃹	⃹	%u20F9
&#8442;	⃺	⃺	%u20FA
&#8443;	⃻	⃻	%u20FB
&#8444;	⃼	⃼	%u20FC
&#8445;	⃽	⃽	%u20FD
&#8446;	⃾	⃾	%u20FE
&#8447;	⃿	⃿	%u20FF
&#8448;	℀	℀	%u2100
&#8449;	℁	℁	%u2101
&#8450;	ℂ	ℂ	%u2102
&#8451;	℃	℃	%u2103
&#8452;	℄	℄	%u2104
&#8453;	℅	℅	%u2105
&#8454;	℆	℆	%u2106
&#8455;	ℇ	ℇ	%u2107
&#8456;	℈	℈	%u2108
&#8457;	℉	℉	%u2109
&#8458;	ℊ	ℊ	%u210A
&#8459;	ℋ	ℋ	%u210B
&#8460;	ℌ	ℌ	%u210C
&#8461;	ℍ	ℍ	%u210D
&#8462;	ℎ	ℎ	%u210E
&#8463;	ℏ	ℏ	%u210F
&#8464;	ℐ	ℐ	%u2110
&#8465;	ℑ	ℑ	%u2111
&#8466;	ℒ	ℒ	%u2112
&#8467;	ℓ	ℓ	%u2113
&#8468;	℔	℔	%u2114
&#8469;	ℕ	ℕ	%u2115
&#8470;	№	№	%u2116
&#8471;	℗	℗	%u2117
&#8472;	℘	℘	%u2118
&#8473;	ℙ	ℙ	%u2119
&#8474;	ℚ	ℚ	%u211A
&#8475;	ℛ	ℛ	%u211B
&#8476;	ℜ	ℜ	%u211C
&#8477;	ℝ	ℝ	%u211D
&#8478;	℞	℞	%u211E
&#8479;	℟	℟	%u211F
&#8480;	℠	℠	%u2120
&#8481;	℡	℡	%u2121
&#8482;	™	™	%u2122
&#8483;	℣	℣	%u2123
&#8484;	ℤ	ℤ	%u2124
&#8485;	℥	℥	%u2125
&#8486;	Ω	Ω	%u2126
&#8487;	℧	℧	%u2127
&#8488;	ℨ	ℨ	%u2128
&#8489;	℩	℩	%u2129
&#8490;	K	K	%u212A
&#8491;	Å	Å	%u212B
&#8492;	ℬ	ℬ	%u212C
&#8493;	ℭ	ℭ	%u212D
&#8494;	℮	℮	%u212E
&#8495;	ℯ	ℯ	%u212F
&#8496;	ℰ	ℰ	%u2130
&#8497;	ℱ	ℱ	%u2131
&#8498;	Ⅎ	Ⅎ	%u2132
&#8499;	ℳ	ℳ	%u2133
&#8500;	ℴ	ℴ	%u2134
&#8501;	ℵ	ℵ	%u2135
&#8502;	ℶ	ℶ	%u2136
&#8503;	ℷ	ℷ	%u2137
&#8504;	ℸ	ℸ	%u2138
&#8505;	ℹ	ℹ	%u2139
&#8506;	℺	℺	%u213A
&#8507;	℻	℻	%u213B
&#8508;	ℼ	ℼ	%u213C
&#8509;	ℽ	ℽ	%u213D
&#8510;	ℾ	ℾ	%u213E
&#8511;	ℿ	ℿ	%u213F
&#8512;	⅀	⅀	%u2140
&#8513;	⅁	⅁	%u2141
&#8514;	⅂	⅂	%u2142
&#8515;	⅃	⅃	%u2143
&#8516;	⅄	⅄	%u2144
&#8517;	ⅅ	ⅅ	%u2145
&#8518;	ⅆ	ⅆ	%u2146
&#8519;	ⅇ	ⅇ	%u2147
&#8520;	ⅈ	ⅈ	%u2148
&#8521;	ⅉ	ⅉ	%u2149
&#8522;	⅊	⅊	%u214A
&#8523;	⅋	⅋	%u214B
&#8524;	⅌	⅌	%u214C
&#8525;	⅍	⅍	%u214D
&#8526;	ⅎ	ⅎ	%u214E
&#8527;	⅏	⅏	%u214F
&#8528;	⅐	⅐	%u2150
&#8529;	⅑	⅑	%u2151
&#8530;	⅒	⅒	%u2152
&#8531;	⅓	⅓	%u2153
&#8532;	⅔	⅔	%u2154
&#8533;	⅕	⅕	%u2155
&#8534;	⅖	⅖	%u2156
&#8535;	⅗	⅗	%u2157
&#8536;	⅘	⅘	%u2158
&#8537;	⅙	⅙	%u2159
&#8538;	⅚	⅚	%u215A
&#8539;	⅛	⅛	%u215B
&#8540;	⅜	⅜	%u215C
&#8541;	⅝	⅝	%u215D
&#8542;	⅞	⅞	%u215E
&#8543;	⅟	⅟	%u215F
&#8544;	Ⅰ	Ⅰ	%u2160
&#8545;	Ⅱ	Ⅱ	%u2161
&#8546;	Ⅲ	Ⅲ	%u2162
&#8547;	Ⅳ	Ⅳ	%u2163
&#8548;	Ⅴ	Ⅴ	%u2164
&#8549;	Ⅵ	Ⅵ	%u2165
&#8550;	Ⅶ	Ⅶ	%u2166
&#8551;	Ⅷ	Ⅷ	%u2167
&#8552;	Ⅸ	Ⅸ	%u2168
&#8553;	Ⅹ	Ⅹ	%u2169
&#8554;	Ⅺ	Ⅺ	%u216A
&#8555;	Ⅻ	Ⅻ	%u216B
&#8556;	Ⅼ	Ⅼ	%u216C
&#8557;	Ⅽ	Ⅽ	%u216D
&#8558;	Ⅾ	Ⅾ	%u216E
&#8559;	Ⅿ	Ⅿ	%u216F
&#8560;	ⅰ	ⅰ	%u2170
&#8561;	ⅱ	ⅱ	%u2171
&#8562;	ⅲ	ⅲ	%u2172
&#8563;	ⅳ	ⅳ	%u2173
&#8564;	ⅴ	ⅴ	%u2174
&#8565;	ⅵ	ⅵ	%u2175
&#8566;	ⅶ	ⅶ	%u2176
&#8567;	ⅷ	ⅷ	%u2177
&#8568;	ⅸ	ⅸ	%u2178
&#8569;	ⅹ	ⅹ	%u2179
&#8570;	ⅺ	ⅺ	%u217A
&#8571;	ⅻ	ⅻ	%u217B
&#8572;	ⅼ	ⅼ	%u217C
&#8573;	ⅽ	ⅽ	%u217D
&#8574;	ⅾ	ⅾ	%u217E
&#8575;	ⅿ	ⅿ	%u217F
&#8576;	ↀ	ↀ	%u2180
&#8577;	ↁ	ↁ	%u2181
&#8578;	ↂ	ↂ	%u2182
&#8579;	Ↄ	Ↄ	%u2183
&#8580;	ↄ	ↄ	%u2184
&#8581;	ↅ	ↅ	%u2185
&#8582;	ↆ	ↆ	%u2186
&#8583;	ↇ	ↇ	%u2187
&#8584;	ↈ	ↈ	%u2188
&#8585;	↉	↉	%u2189
&#8586;	↊	↊	%u218A
&#8587;	↋	↋	%u218B
&#8588;	↌	↌	%u218C
&#8589;	↍	↍	%u218D
&#8590;	↎	↎	%u218E
&#8591;	↏	↏	%u218F
&#8592;	←	←	%u2190
&#8593;	↑	↑	%u2191
&#8594;	→	→	%u2192
&#8595;	↓	↓	%u2193
&#8596;	↔	↔	%u2194
&#8597;	↕	↕	%u2195
&#8598;	↖	↖	%u2196
&#8599;	↗	↗	%u2197
&#8600;	↘	↘	%u2198
&#8601;	↙	↙	%u2199
&#8602;	↚	↚	%u219A
&#8603;	↛	↛	%u219B
&#8604;	↜	↜	%u219C
&#8605;	↝	↝	%u219D
&#8606;	↞	↞	%u219E
&#8607;	↟	↟	%u219F
&#8608;	↠	↠	%u21A0
&#8609;	↡	↡	%u21A1
&#8610;	↢	↢	%u21A2
&#8611;	↣	↣	%u21A3
&#8612;	↤	↤	%u21A4
&#8613;	↥	↥	%u21A5
&#8614;	↦	↦	%u21A6
&#8615;	↧	↧	%u21A7
&#8616;	↨	↨	%u21A8
&#8617;	↩	↩	%u21A9
&#8618;	↪	↪	%u21AA
&#8619;	↫	↫	%u21AB
&#8620;	↬	↬	%u21AC
&#8621;	↭	↭	%u21AD
&#8622;	↮	↮	%u21AE
&#8623;	↯	↯	%u21AF
&#8624;	↰	↰	%u21B0
&#8625;	↱	↱	%u21B1
&#8626;	↲	↲	%u21B2
&#8627;	↳	↳	%u21B3
&#8628;	↴	↴	%u21B4
&#8629;	↵	↵	%u21B5
&#8630;	↶	↶	%u21B6
&#8631;	↷	↷	%u21B7
&#8632;	↸	↸	%u21B8
&#8633;	↹	↹	%u21B9
&#8634;	↺	↺	%u21BA
&#8635;	↻	↻	%u21BB
&#8636;	↼	↼	%u21BC
&#8637;	↽	↽	%u21BD
&#8638;	↾	↾	%u21BE
&#8639;	↿	↿	%u21BF
&#8640;	⇀	⇀	%u21C0
&#8641;	⇁	⇁	%u21C1
&#8642;	⇂	⇂	%u21C2
&#8643;	⇃	⇃	%u21C3
&#8644;	⇄	⇄	%u21C4
&#8645;	⇅	⇅	%u21C5
&#8646;	⇆	⇆	%u21C6
&#8647;	⇇	⇇	%u21C7
&#8648;	⇈	⇈	%u21C8
&#8649;	⇉	⇉	%u21C9
&#8650;	⇊	⇊	%u21CA
&#8651;	⇋	⇋	%u21CB
&#8652;	⇌	⇌	%u21CC
&#8653;	⇍	⇍	%u21CD
&#8654;	⇎	⇎	%u21CE
&#8655;	⇏	⇏	%u21CF
&#8656;	⇐	⇐	%u21D0
&#8657;	⇑	⇑	%u21D1
&#8658;	⇒	⇒	%u21D2
&#8659;	⇓	⇓	%u21D3
&#8660;	⇔	⇔	%u21D4
&#8661;	⇕	⇕	%u21D5
&#8662;	⇖	⇖	%u21D6
&#8663;	⇗	⇗	%u21D7
&#8664;	⇘	⇘	%u21D8
&#8665;	⇙	⇙	%u21D9
&#8666;	⇚	⇚	%u21DA
&#8667;	⇛	⇛	%u21DB
&#8668;	⇜	⇜	%u21DC
&#8669;	⇝	⇝	%u21DD
&#8670;	⇞	⇞	%u21DE
&#8671;	⇟	⇟	%u21DF
&#8672;	⇠	⇠	%u21E0
&#8673;	⇡	⇡	%u21E1
&#8674;	⇢	⇢	%u21E2
&#8675;	⇣	⇣	%u21E3
&#8676;	⇤	⇤	%u21E4
&#8677;	⇥	⇥	%u21E5
&#8678;	⇦	⇦	%u21E6
&#8679;	⇧	⇧	%u21E7
&#8680;	⇨	⇨	%u21E8
&#8681;	⇩	⇩	%u21E9
&#8682;	⇪	⇪	%u21EA
&#8683;	⇫	⇫	%u21EB
&#8684;	⇬	⇬	%u21EC
&#8685;	⇭	⇭	%u21ED
&#8686;	⇮	⇮	%u21EE
&#8687;	⇯	⇯	%u21EF
&#8688;	⇰	⇰	%u21F0
&#8689;	⇱	⇱	%u21F1
&#8690;	⇲	⇲	%u21F2
&#8691;	⇳	⇳	%u21F3
&#8692;	⇴	⇴	%u21F4
&#8693;	⇵	⇵	%u21F5
&#8694;	⇶	⇶	%u21F6
&#8695;	⇷	⇷	%u21F7
&#8696;	⇸	⇸	%u21F8
&#8697;	⇹	⇹	%u21F9
&#8698;	⇺	⇺	%u21FA
&#8699;	⇻	⇻	%u21FB
&#8700;	⇼	⇼	%u21FC
&#8701;	⇽	⇽	%u21FD
&#8702;	⇾	⇾	%u21FE
&#8703;	⇿	⇿	%u21FF
&#8704;	∀	∀	%u2200
&#8705;	∁	∁	%u2201
&#8706;	∂	∂	%u2202
&#8707;	∃	∃	%u2203
&#8708;	∄	∄	%u2204
&#8709;	∅	∅	%u2205
&#8710;	∆	∆	%u2206
&#8711;	∇	∇	%u2207
&#8712;	∈	∈	%u2208
&#8713;	∉	∉	%u2209
&#8714;	∊	∊	%u220A
&#8715;	∋	∋	%u220B
&#8716;	∌	∌	%u220C
&#8717;	∍	∍	%u220D
&#8718;	∎	∎	%u220E
&#8719;	∏	∏	%u220F
&#8720;	∐	∐	%u2210
&#8721;	∑	∑	%u2211
&#8722;	−	−	%u2212
&#8723;	∓	∓	%u2213
&#8724;	∔	∔	%u2214
&#8725;	∕	∕	%u2215
&#8726;	∖	∖	%u2216
&#8727;	∗	∗	%u2217
&#8728;	∘	∘	%u2218
&#8729;	∙	∙	%u2219
&#8730;	√	√	%u221A
&#8731;	∛	∛	%u221B
&#8732;	∜	∜	%u221C
&#8733;	∝	∝	%u221D
&#8734;	∞	∞	%u221E
&#8735;	∟	∟	%u221F
&#8736;	∠	∠	%u2220
&#8737;	∡	∡	%u2221
&#8738;	∢	∢	%u2222
&#8739;	∣	∣	%u2223
&#8740;	∤	∤	%u2224
&#8741;	∥	∥	%u2225
&#8742;	∦	∦	%u2226
&#8743;	∧	∧	%u2227
&#8744;	∨	∨	%u2228
&#8745;	∩	∩	%u2229
&#8746;	∪	∪	%u222A
&#8747;	∫	∫	%u222B
&#8748;	∬	∬	%u222C
&#8749;	∭	∭	%u222D
&#8750;	∮	∮	%u222E
&#8751;	∯	∯	%u222F
&#8752;	∰	∰	%u2230
&#8753;	∱	∱	%u2231
&#8754;	∲	∲	%u2232
&#8755;	∳	∳	%u2233
&#8756;	∴	∴	%u2234
&#8757;	∵	∵	%u2235
&#8758;	∶	∶	%u2236
&#8759;	∷	∷	%u2237
&#8760;	∸	∸	%u2238
&#8761;	∹	∹	%u2239
&#8762;	∺	∺	%u223A
&#8763;	∻	∻	%u223B
&#8764;	∼	∼	%u223C
&#8765;	∽	∽	%u223D
&#8766;	∾	∾	%u223E
&#8767;	∿	∿	%u223F
&#8768;	≀	≀	%u2240
&#8769;	≁	≁	%u2241
&#8770;	≂	≂	%u2242
&#8771;	≃	≃	%u2243
&#8772;	≄	≄	%u2244
&#8773;	≅	≅	%u2245
&#8774;	≆	≆	%u2246
&#8775;	≇	≇	%u2247
&#8776;	≈	≈	%u2248
&#8777;	≉	≉	%u2249
&#8778;	≊	≊	%u224A
&#8779;	≋	≋	%u224B
&#8780;	≌	≌	%u224C
&#8781;	≍	≍	%u224D
&#8782;	≎	≎	%u224E
&#8783;	≏	≏	%u224F
&#8784;	≐	≐	%u2250
&#8785;	≑	≑	%u2251
&#8786;	≒	≒	%u2252
&#8787;	≓	≓	%u2253
&#8788;	≔	≔	%u2254
&#8789;	≕	≕	%u2255
&#8790;	≖	≖	%u2256
&#8791;	≗	≗	%u2257
&#8792;	≘	≘	%u2258
&#8793;	≙	≙	%u2259
&#8794;	≚	≚	%u225A
&#8795;	≛	≛	%u225B
&#8796;	≜	≜	%u225C
&#8797;	≝	≝	%u225D
&#8798;	≞	≞	%u225E
&#8799;	≟	≟	%u225F
&#8800;	≠	≠	%u2260
&#8801;	≡	≡	%u2261
&#8802;	≢	≢	%u2262
&#8803;	≣	≣	%u2263
&#8804;	≤	≤	%u2264
&#8805;	≥	≥	%u2265
&#8806;	≦	≦	%u2266
&#8807;	≧	≧	%u2267
&#8808;	≨	≨	%u2268
&#8809;	≩	≩	%u2269
&#8810;	≪	≪	%u226A
&#8811;	≫	≫	%u226B
&#8812;	≬	≬	%u226C
&#8813;	≭	≭	%u226D
&#8814;	≮	≮	%u226E
&#8815;	≯	≯	%u226F
&#8816;	≰	≰	%u2270
&#8817;	≱	≱	%u2271
&#8818;	≲	≲	%u2272
&#8819;	≳	≳	%u2273
&#8820;	≴	≴	%u2274
&#8821;	≵	≵	%u2275
&#8822;	≶	≶	%u2276
&#8823;	≷	≷	%u2277
&#8824;	≸	≸	%u2278
&#8825;	≹	≹	%u2279
&#8826;	≺	≺	%u227A
&#8827;	≻	≻	%u227B
&#8828;	≼	≼	%u227C
&#8829;	≽	≽	%u227D
&#8830;	≾	≾	%u227E
&#8831;	≿	≿	%u227F
&#8832;	⊀	⊀	%u2280
&#8833;	⊁	⊁	%u2281
&#8834;	⊂	⊂	%u2282
&#8835;	⊃	⊃	%u2283
&#8836;	⊄	⊄	%u2284
&#8837;	⊅	⊅	%u2285
&#8838;	⊆	⊆	%u2286
&#8839;	⊇	⊇	%u2287
&#8840;	⊈	⊈	%u2288
&#8841;	⊉	⊉	%u2289
&#8842;	⊊	⊊	%u228A
&#8843;	⊋	⊋	%u228B
&#8844;	⊌	⊌	%u228C
&#8845;	⊍	⊍	%u228D
&#8846;	⊎	⊎	%u228E
&#8847;	⊏	⊏	%u228F
&#8848;	⊐	⊐	%u2290
&#8849;	⊑	⊑	%u2291
&#8850;	⊒	⊒	%u2292
&#8851;	⊓	⊓	%u2293
&#8852;	⊔	⊔	%u2294
&#8853;	⊕	⊕	%u2295
&#8854;	⊖	⊖	%u2296
&#8855;	⊗	⊗	%u2297
&#8856;	⊘	⊘	%u2298
&#8857;	⊙	⊙	%u2299
&#8858;	⊚	⊚	%u229A
&#8859;	⊛	⊛	%u229B
&#8860;	⊜	⊜	%u229C
&#8861;	⊝	⊝	%u229D
&#8862;	⊞	⊞	%u229E
&#8863;	⊟	⊟	%u229F
&#8864;	⊠	⊠	%u22A0
&#8865;	⊡	⊡	%u22A1
&#8866;	⊢	⊢	%u22A2
&#8867;	⊣	⊣	%u22A3
&#8868;	⊤	⊤	%u22A4
&#8869;	⊥	⊥	%u22A5
&#8870;	⊦	⊦	%u22A6
&#8871;	⊧	⊧	%u22A7
&#8872;	⊨	⊨	%u22A8
&#8873;	⊩	⊩	%u22A9
&#8874;	⊪	⊪	%u22AA
&#8875;	⊫	⊫	%u22AB
&#8876;	⊬	⊬	%u22AC
&#8877;	⊭	⊭	%u22AD
&#8878;	⊮	⊮	%u22AE
&#8879;	⊯	⊯	%u22AF
&#8880;	⊰	⊰	%u22B0
&#8881;	⊱	⊱	%u22B1
&#8882;	⊲	⊲	%u22B2
&#8883;	⊳	⊳	%u22B3
&#8884;	⊴	⊴	%u22B4
&#8885;	⊵	⊵	%u22B5
&#8886;	⊶	⊶	%u22B6
&#8887;	⊷	⊷	%u22B7
&#8888;	⊸	⊸	%u22B8
&#8889;	⊹	⊹	%u22B9
&#8890;	⊺	⊺	%u22BA
&#8891;	⊻	⊻	%u22BB
&#8892;	⊼	⊼	%u22BC
&#8893;	⊽	⊽	%u22BD
&#8894;	⊾	⊾	%u22BE
&#8895;	⊿	⊿	%u22BF
&#8896;	⋀	⋀	%u22C0
&#8897;	⋁	⋁	%u22C1
&#8898;	⋂	⋂	%u22C2
&#8899;	⋃	⋃	%u22C3
&#8900;	⋄	⋄	%u22C4
&#8901;	⋅	⋅	%u22C5
&#8902;	⋆	⋆	%u22C6
&#8903;	⋇	⋇	%u22C7
&#8904;	⋈	⋈	%u22C8
&#8905;	⋉	⋉	%u22C9
&#8906;	⋊	⋊	%u22CA
&#8907;	⋋	⋋	%u22CB
&#8908;	⋌	⋌	%u22CC
&#8909;	⋍	⋍	%u22CD
&#8910;	⋎	⋎	%u22CE
&#8911;	⋏	⋏	%u22CF
&#8912;	⋐	⋐	%u22D0
&#8913;	⋑	⋑	%u22D1
&#8914;	⋒	⋒	%u22D2
&#8915;	⋓	⋓	%u22D3
&#8916;	⋔	⋔	%u22D4
&#8917;	⋕	⋕	%u22D5
&#8918;	⋖	⋖	%u22D6
&#8919;	⋗	⋗	%u22D7
&#8920;	⋘	⋘	%u22D8
&#8921;	⋙	⋙	%u22D9
&#8922;	⋚	⋚	%u22DA
&#8923;	⋛	⋛	%u22DB
&#8924;	⋜	⋜	%u22DC
&#8925;	⋝	⋝	%u22DD
&#8926;	⋞	⋞	%u22DE
&#8927;	⋟	⋟	%u22DF
&#8928;	⋠	⋠	%u22E0
&#8929;	⋡	⋡	%u22E1
&#8930;	⋢	⋢	%u22E2
&#8931;	⋣	⋣	%u22E3
&#8932;	⋤	⋤	%u22E4
&#8933;	⋥	⋥	%u22E5
&#8934;	⋦	⋦	%u22E6
&#8935;	⋧	⋧	%u22E7
&#8936;	⋨	⋨	%u22E8
&#8937;	⋩	⋩	%u22E9
&#8938;	⋪	⋪	%u22EA
&#8939;	⋫	⋫	%u22EB
&#8940;	⋬	⋬	%u22EC
&#8941;	⋭	⋭	%u22ED
&#8942;	⋮	⋮	%u22EE
&#8943;	⋯	⋯	%u22EF
&#8944;	⋰	⋰	%u22F0
&#8945;	⋱	⋱	%u22F1
&#8946;	⋲	⋲	%u22F2
&#8947;	⋳	⋳	%u22F3
&#8948;	⋴	⋴	%u22F4
&#8949;	⋵	⋵	%u22F5
&#8950;	⋶	⋶	%u22F6
&#8951;	⋷	⋷	%u22F7
&#8952;	⋸	⋸	%u22F8
&#8953;	⋹	⋹	%u22F9
&#8954;	⋺	⋺	%u22FA
&#8955;	⋻	⋻	%u22FB
&#8956;	⋼	⋼	%u22FC
&#8957;	⋽	⋽	%u22FD
&#8958;	⋾	⋾	%u22FE
&#8959;	⋿	⋿	%u22FF
&#8960;	⌀	⌀	%u2300
&#8961;	⌁	⌁	%u2301
&#8962;	⌂	⌂	%u2302
&#8963;	⌃	⌃	%u2303
&#8964;	⌄	⌄	%u2304
&#8965;	⌅	⌅	%u2305
&#8966;	⌆	⌆	%u2306
&#8967;	⌇	⌇	%u2307
&#8968;	⌈	⌈	%u2308
&#8969;	⌉	⌉	%u2309
&#8970;	⌊	⌊	%u230A
&#8971;	⌋	⌋	%u230B
&#8972;	⌌	⌌	%u230C
&#8973;	⌍	⌍	%u230D
&#8974;	⌎	⌎	%u230E
&#8975;	⌏	⌏	%u230F
&#8976;	⌐	⌐	%u2310
&#8977;	⌑	⌑	%u2311
&#8978;	⌒	⌒	%u2312
&#8979;	⌓	⌓	%u2313
&#8980;	⌔	⌔	%u2314
&#8981;	⌕	⌕	%u2315
&#8982;	⌖	⌖	%u2316
&#8983;	⌗	⌗	%u2317
&#8984;	⌘	⌘	%u2318
&#8985;	⌙	⌙	%u2319
&#8986;	⌚	⌚	%u231A
&#8987;	⌛	⌛	%u231B
&#8988;	⌜	⌜	%u231C
&#8989;	⌝	⌝	%u231D
&#8990;	⌞	⌞	%u231E
&#8991;	⌟	⌟	%u231F
&#8992;	⌠	⌠	%u2320
&#8993;	⌡	⌡	%u2321
&#8994;	⌢	⌢	%u2322
&#8995;	⌣	⌣	%u2323
&#8996;	⌤	⌤	%u2324
&#8997;	⌥	⌥	%u2325
&#8998;	⌦	⌦	%u2326
&#8999;	⌧	⌧	%u2327
&#9000;	⌨	⌨	%u2328
&#9001;	〈	〈	%u2329
&#9002;	〉	〉	%u232A
&#9003;	⌫	⌫	%u232B
&#9004;	⌬	⌬	%u232C
&#9005;	⌭	⌭	%u232D
&#9006;	⌮	⌮	%u232E
&#9007;	⌯	⌯	%u232F
&#9008;	⌰	⌰	%u2330
&#9009;	⌱	⌱	%u2331
&#9010;	⌲	⌲	%u2332
&#9011;	⌳	⌳	%u2333
&#9012;	⌴	⌴	%u2334
&#9013;	⌵	⌵	%u2335
&#9014;	⌶	⌶	%u2336
&#9015;	⌷	⌷	%u2337
&#9016;	⌸	⌸	%u2338
&#9017;	⌹	⌹	%u2339
&#9018;	⌺	⌺	%u233A
&#9019;	⌻	⌻	%u233B
&#9020;	⌼	⌼	%u233C
&#9021;	⌽	⌽	%u233D
&#9022;	⌾	⌾	%u233E
&#9023;	⌿	⌿	%u233F
&#9024;	⍀	⍀	%u2340
&#9025;	⍁	⍁	%u2341
&#9026;	⍂	⍂	%u2342
&#9027;	⍃	⍃	%u2343
&#9028;	⍄	⍄	%u2344
&#9029;	⍅	⍅	%u2345
&#9030;	⍆	⍆	%u2346
&#9031;	⍇	⍇	%u2347
&#9032;	⍈	⍈	%u2348
&#9033;	⍉	⍉	%u2349
&#9034;	⍊	⍊	%u234A
&#9035;	⍋	⍋	%u234B
